Review_Text,Review_Text_Processed,Actual_Label,Predicted_Label,prob_Negative,prob_Neutral,prob_Positive
Mohon maaf....aplikasinya jelek sekali sekarang ini...saya sudah melaporkan permasalahan saya mengenai susahnya melakukan pembayaran di Aplikasi....setiap melakukan pembayaran selalu gagal dan sering keluar gambar Robot....sampai sekarang masih belum diperbaiki.....,maaf aplikasi jelek lapor masalah susah bayar aplikasi bayar gagal robot belum baik,Neutral,Negative,0.5492045324190998,0.44998949592796217,0.0008059716529381534
Apps sudah OK. Cm pas mo set alamatnya aj yg rada ribet.,apps ok cm pas mo set alamat aj rada ribet,Positive,Neutral,0.15295783538392682,0.7081364579129132,0.1389057067031599
harga segini kurang worth it.bahan tidak tebal. ada yang lebih murah detail dan bahan lebih baik. sorry,harga gin worth it bahan tidak tebal murah detail bahan sorry,Neutral,Positive,0.42734822458063504,0.03444423355213233,0.5382075418672326
"Aplikasi nya gak muncul diatas bagaimana saya bisa tau pesanan masuk, gimana sih tolong perbaiki sistem nya...grab oh grab",aplikasi tidak muncul atas tau pesan gimana tolong baik sistem grab oh grab,Neutral,Negative,0.6236223590406329,0.3760288277068755,0.0003488132524916274
Suasananya kurang greget utk tempat nongkrong.. Terasa sempit ruangannya,suasana greget nongkrong sempit ruang,Neutral,Positive,0.006917413883154667,0.46068331527554046,0.5323992708413048
"Aneh banget resto tutup tapi orderan bisa masuk .gmna ceritanya resto tutup tapi orderan bisa masuk ,gak masuk d akal",aneh banget resto tutup order gmna cerita resto tutup order tidak akal,Neutral,Negative,0.9519657995978307,0.04704308690645598,0.0009911134957133342
"Terimakasih, barangnya bagus. Tapi ko ga ada tempat yang putihnya (tempat untik dasar menghangatkan makanan)dibagian dalamnya",terimakasih barang bagus ko tidak putih untik dasar hangat makan bagi dalam,Negative,Positive,0.19128194239280283,0.04179560315707783,0.7669224544501194
"Baru mau mulai usaha ol, Mudah2han berkah, diberi kelancaran. Awalnya sering pesan makanan lwt gofood akhirnya aku berpikir mending buka usaha az.... Thanks admin.. 🙏",usaha ol mudah2han berkah lancar makan lwt gofood pikir mending buka usaha az terima kasih admin,Neutral,Negative,0.6196851182269042,0.23989544489194561,0.1404194368811502
"""Rasanya renyah",renyah,Neutral,Positive,0.052704954287956816,0.030006327713069887,0.9172887179989733
Lumayan ok tapi orderan kok sepi ya,lumayan ok order sepi,Neutral,Negative,0.5727955176145412,0.40722372727640604,0.01998075510905285
"mantap sih tapi sayang,sayang kamu.",bagus sayang sayang,Positive,Negative,0.6446854257326473,0.20706570022625845,0.14824887404109427
@4reeves2chill tuku jg bikin mules kl fore sukanya bikin mual,4reeves2chill tuku bikin mules kl fore suka bikin mual,Positive,Neutral,0.006737743303305087,0.907201985489929,0.08606027120676575
"Pengiriman lambat, seminggu baru sampai. Bagi yang membutuhkan cepat, lebih baik beli di supermarket langsung",kirim lambat minggu butuh cepat supermarket,Neutral,Negative,0.9091805542804149,0.056639477031957104,0.03417996868762806
"untuk semua nya udah bagus si,cuman kadang pelit banget kalo ngasi diskon buat gofood,saya dapat diskon hanya 3rb saja..",udah bagus si cuman kadang pelit banget kalo ngasi diskon gofood diskon 3rb,Positive,Neutral,0.07804476096439704,0.5858752664191562,0.33607997261644673
"Yang kids bener, yg besar beda bahan dan sangat tipis. padahal yg besar pesan yg ada katupnya tapi ini kagak.",kids bener beda bahan tipis katup kagak,Neutral,Negative,0.8321693975687682,0.138230052095919,0.02960055033531277
"Bagaimana ini fitur untuk menerima pesanan Nya malah hilang, BAGAIMANA INI?? Alhasil kami jadi miscom dengan para gojek food juga dengan customer",fitur terima pesan hilang alhasil miscom gojek food customer,Negative,Neutral,0.454240632199691,0.5109601223973108,0.03479924540299811
"Staff di lt 2 kurang bgt serviceny, setiap pesan orderan disini selalu ada aja yang salah dan ngga sesuai..",staff lt banget serviceny order salah tidak sesuai,Neutral,Negative,0.5584720607700921,0.42089526554082385,0.02063267368908402
"had makan siang along with team , restoran staf members are not co- operative i terms of managing arrangements pre booked , starters are good , sweets and deserts are not impressive .",had makan siang along with team restoran staf members are not co operative terms of managing arrangements pre booked starters are good sweets and deserts are not impressive,Neutral,Positive,0.28601132235659416,0.15791034762910172,0.5560783300143042
"makin konyoll ini aplikasi, resto sepii orderan dikit ranting ikut turun, masa 4.7 jdi 4.1 gara2 sepii sebntar , jangann cari untungyq saya pertimbangkan perkembangan restoo",konyoll aplikasi resto sepi order dikit ranting turun jdi gara2 sepi sebntar jangann cari untungyq timbang kembang restoo,Negative,Neutral,0.15458678037566514,0.8441119995476881,0.0013012200766468322
bakwaas chilli garlic noodles... niether chili nor garlic rasa,bakwaas chilli garlic noodles niether chili nor garlic,Negative,Positive,0.2975303546906504,0.34124117297248646,0.36122847233686317
"untuk yang belum terlanjur order di toko ini, saya sarankan untuk pikir2 lagi. karena pengalaman saya order di tanggal 6 agustus 2021, pesanan baru sampai pada tanggal 20 agustus 2021. jadi lama pesanan dari order hingga sampai adalah 14 hari, padahal lokasi saya di Bogor. untuk kualitas produk tidak perlu diragukan. untuk yang sudah terlanjur order sabar2 aja ya tunggu pesanannya sampai.",belum lanjur toko saran pikir2 alam tanggal agustus pesan tanggal agustus pesan lokasi bogor kualitas tidak ragu lanjur sabar2 tunggu pesan,Negative,Neutral,0.47290626265042734,0.5029314754296006,0.024162261919972023
Secara UIUX cukup baik. Namun tidak bisa connect ke beberapa jenis bluetooth printer selain yg direkomendasikan oleh gojek/gofood sendiri,uiux tidak connect jenis bluetooth printer rekomendasi gojek gofood,Neutral,Negative,0.7370312027098402,0.07604569917669937,0.1869230981134605
gak pernah gagal klo soal rasa🥰,tidak gagal klo,Positive,Neutral,0.19793525080992388,0.4321380495870744,0.3699266996030016
Barang datang sesuai pesanan.. maaf barangnya gak ke foto,sesuai pesan maaf barang tidak,Positive,Negative,0.6304590040840204,0.213830909966072,0.15571008594990748
"iklan nya kemahalan, asal ada yg murah di targetin 15.000 klik / hari . konsumen belom tentu pesan dan belom tentu klik jg tapi akumulasi bisa segitu gede nya, makanya sekarang nggak terlalu ngarepin dari gobiz utk orderan, yg lain bunyi terus, iklan nya kena dan murah. semoga bagian development nya bisa paham apa yg di maksud Resto",iklan mahal murah targetin klik konsumen bom bom klik akumulasi segitu gede tidak ngarepin gobiz order bunyi iklan murah moga development paham resto,Neutral,Negative,0.6893064317468378,0.30453622729743296,0.006157340955729282
"udh d buka , ak cb colok dan pencet power nyala. .tp blm ku cb buat cuci. .semoga aj smua normal. . seller fast respon. pengemasn ckup lama, pengirimn cpt tp syg kurir kurang profesional anter jam 03.00 pagi .jam org tdr .tp kurir sdh konfirm trlebih dahulu sih mau anter jam sgtu . thanks",buka ak cb colok pencet power nyala belum ku cb cuci moga aj smua normal seller fast respon pengemasn ckup pengirimn cpt syg kurir profesional anter pagi org tdr kurir konfirm trlebih anter sgtu terima kasih,Negative,Positive,0.08446123976756396,0.13900120897486348,0.7765375512575726
Tidak bisa order ....,tidak,Neutral,Negative,0.6556256825146273,0.3443736427351514,6.747502213874026e-07
"kuenya kering, nggak moist.",kue kering tidak moist,Neutral,Positive,0.053400723525131484,0.3771865307347888,0.5694127457400798
"kecewaaa banget sama gojek, dlu klo order makanan lewat tunai lancar aja, sekarang hampir 1 jam gada gojek mau nerima, pokoknya kesel banget sama gojek sekarang udh laperr nungguin lama taunya ke gtu, padahal dlu bagus' aja",kecewaaa banget gojek dlu klo makan tunai lancar gada gojek nerima pokok kesel banget gojek laperr nungguin tau gtu dlu bagus,Negative,Neutral,0.2619409014698614,0.4347771003961014,0.3032819981340372
"my evening watering hole while at holiday inn in hyderabad. good pizza, and a decent selection of drinks. the music is okay, tends to get a bit too loud later, but there's always the outside seating for the quiet-ears.",my evening watering hole while at holiday inn in hyderabad good pizza and decent selection of drinks the music is okay tends to get bit too loud later but there always the outside seating for the quiet ears,Positive,Neutral,0.020892955392279464,0.525783249508739,0.45332379509898163
"this tempat has an awesome ambiance, it is really worthy to spend money on this tempat. it is the best tempat to chill out with girlfriends 😜 but the food it just average",this has an awesome ambiance it is really worthy to spend money on this it is the best to chill out with girlfriends but the food it just average,Neutral,Positive,0.018705996376613958,0.10928587659758178,0.8720081270258043
minta tambah saus dimsum tapi ga dikasih,saus dimsum tidak kasih,Positive,Negative,0.6265218733855972,0.10002559446299966,0.2734525321514032
ya kek biasanyalah mantap😌,kek biasa bagus,Positive,Negative,0.514224452876299,0.042529657765792456,0.4432458893579085
"Ringan dispenser ya, bahan plastik, cuma sayang selang ke Aqua galonnya agak agak bau plastik, jd pas di minum berasa",ringan dispenser bahan plastik sayang selang aqua galon bau plastik pas minum asa,Negative,Neutral,0.4558907260129596,0.5137025005462273,0.03040677344081303
"ordered paneer tikka and garden fresh sandwich with oreo shake. paneer tikka - 5/5 garden fresh - 5/5 oreo shake - 4/5 ( as it was not so cold ) staf : 1/5 if you request them some changes they would behave like kids and are not flexible at all, removing a topping would not cost them anything but they deny to do so. something which is terrible out there. overall the ambiance was not so good. ac was not working properly and it was a bit dull out there. facebook.com",ordered paneer tikka and garden fresh sandwich with oreo shake paneer tikka garden fresh oreo shake as it was not so cold staf if you request them some changes they would behave like kids and are not flexible at all removing topping would not cost them anything but they deny to do so something which is terrible out there overall the ambiance was not so good ac was not working properly and it was bit dull out there facebook com,Neutral,Negative,0.49098177737473836,0.44533601816747337,0.0636822044577883
Potongan pembayaran dengan Qris terlalu tinggi,potong bayar qris tinggi,Neutral,Negative,0.6592166001922116,0.3353188721846642,0.005464527623124052
"i just came out of this outlet. the food is as per dd standards but the venue lacked basic hygiene and maintenance. the tables were not cleaned on time and hence it had flies hovering around it. the wipe used for cleaning the table too was so dirty that it left a stench behind after the table was cleanes. for payment too when i decided to pay through the mobile wallet, instead of the standard qr code or getting a request for the otp, i was asked to pay the same to the store managers number as their system wasn't working.",just came out of this outlet the food is as dd standards but the venue lacked basic hygiene and maintenance the tables were not cleaned on time and hence it had flies hovering around it the wipe used for cleaning the table too was so dirty that it left stench behind after the table was cleanes for payment too when decided to pay through the mobile wallet instead of the standard qr code or getting request for the otp was asked to pay the same to the store managers number as their system wasn working,Neutral,Negative,0.632468821517588,0.34327141341698103,0.02425976506543092
the parking area is large; valet pelayanan is offered. the welcome at the entrance is good. attention should be paid to order and cleanliness.,the parking area is large valet layan is offered the welcome at the entrance is good attention should be paid to and cleanliness,Negative,Positive,0.05007567119340097,0.30819247443965464,0.6417318543669445
Ini aplikasi pakai WiFi emang gak bisa to bos??😨 Knp kalo ad orderan masuk kadang bunyi kadang tidak? Tp rata2 Ndak bunyi,aplikasi pakai wifi emang tidak to bos knp kalo ad order kadang bunyi kadang tidak rata2 ndak bunyi,Neutral,Negative,0.52353126515427,0.47071466925258326,0.0057540655931468156
goreng nya basih dan mie nya agak ada kecut2 nya,goreng basih mie kecut2,Negative,Positive,0.030898324008378265,0.18006632688621102,0.7890353491054107
"Saya mau merubah titik outlet karena outlet kami ko ribet yah,,ga seperti ijo tetangga",rubah titik outlet outlet ko ribet yah tidak ijo tetangga,Negative,Neutral,0.18927028020022107,0.805509121609825,0.005220598189953839
Sama seperti yang lain.... notifikasi orderan Shopeefood tidak pernah berbunyi padahal sinyal bagus dan sudah upgrade aplikasi. Terus aku kudu piye ? Rungkat lah Shopee,notifikasi order shopeefood tidak bunyi sinyal bagus upgrade aplikasi kudu piye rungkat shopee,Negative,Neutral,0.35922696935270576,0.6363190638481662,0.004453966799128114
Transferan pendapatan saya telat 4 hari mohon d perbaiki lagi sisteem nya agar pembayaran tidak telat,transfer dapat telat baik sisteem bayar tidak telat,Negative,Neutral,0.44013628398141824,0.5578625304929156,0.002001185525666064
Ini gimana si? Mau daftar grab merchant kok malah grab kios si pdhal udh terdapat di terima untuk pembuatan merchant,gimana si daftar grab merchant grab kios si pdhal buat merchant,Negative,Neutral,0.4940191912571425,0.5045415073234463,0.0014393014194111538
Driver dapet pesanan double suka salah ketuker sama resto yang lain alhasil merchant yg terkena dampaknya,driver dapet pesan double suka salah ketuker resto alhasil merchant kena dampak,Negative,Neutral,0.4794844504251983,0.49772799797580186,0.022787551598999884
"Sblmnya kukasih bintang 2 krn pelayanannya kacau. Tp sy fair. setelah kesana lagi bbrpa kali, pelayanannyaaa kok jd lebih cepet. Nunggu steaknya pun udah gak lama lagi, mskpun kondisi full. Steaknya as always gaperlu diraguin lagi. Great job! Jadi ganti bintang 5.",sblmnya kasih bintang layan kacau sy fair kesana bbrpa pelayanannyaaa cepet nunggu steaknya udah tidak mskpun kondisi full steaknya as always gaperlu diraguin great job ganti bintang,Neutral,Positive,0.028230727568162785,0.08483434493176495,0.8869349275000723
"Kasih 3 dulu, karna suka gamau kebuka jd pas ada orderan gatau. Tau tau ada abang grab dateng aja",kasih suka gamau buka pas order gatau tau tau abang grab dateng,Neutral,Negative,0.7093115102116503,0.23341283976538346,0.05727565002296633
"Ekspektasi makan di tempatnya Chef Widhi pasti tinggi, tapi pengalaman kali ini rasanya ""campur aduk"". Poin plus terbesarnya ada di pelayanan (service) yang oke banget. …",ekspektasi makan tempat chef widhi tinggi alam campur aduk poin plus besar layan service oke banget,Negative,Positive,0.013405144255154215,0.4235735154442194,0.5630213403006263
Rating yg menentukan dr gojek bukan dari customer... Biar rating dari customer bagus kalo kita sering libur rating jadi jelek.,rating tentu dr gojek bukan customer biar rating customer bagus kalo libur rating jelek,Negative,Neutral,0.11587445649902152,0.8768831530348004,0.007242390466178097
Barang bagus GK kurang satupun seller fast respon bgt karena salah tulis alamat tp alhamdulilah tetep sampe brgnya👌🏻👍👍,bagus tidak satu seller fast respon banget salah tulis alamat alhamdulilah tetep sampe brgnya,Negative,Positive,0.1064198215224072,0.2844704821045385,0.6091096963730543
"Barang bagus, enak ditangan...feel buttonnya nyaman smooth... build quality ok... Respon penjual sangat baik, melayani setiap keluhan karena sempat bermasalah dipengiriman yg tidak dipickup2 oleh jasa pengiriman same day... Terima Kasih",bagus tang feel buttonnya nyaman smooth build quality ok respon jual layan keluh masalah kirim tidak dipickup2 jasa kirim same day kasih,Positive,Negative,0.7346895646561321,0.030500139865304865,0.2348102954785629
"""Snack Tok """"FULL COOKIES NUTELLA""""(/) (+) cookies nya renyah, manisnya pas(+) topping cookies ada chocho chips(+) manisnya pas antara cookies dengan saus Nuttelanya(+) ada sensasi wangi setelah di aduk(+) packagingnya unik, dan aman (-) saus Nuttelanya kurang banyak (-) harga lumayan mahal""",snack tok full cookies nutella cookies renyah manis pas topping cookies chocho chips manis pas cookies saus nuttelanya sensasi wangi aduk packagingnya unik aman saus nuttelanya harga lumayan mahal,Negative,Positive,0.00405995337815088,0.4355554267931934,0.5603846198286557
"mau pesan makan, meninggal dulu baru apknya di izinkan untuk login",makan tinggal apknya izin login,Negative,Neutral,0.24391999755798854,0.5028184014960018,0.2532616009460097
we.. a bunch of dancers visited on a saturday night. suasana is lit 💕.. prawns in non veg platter 😍🦐.. came here particularly to check the lights. huge dance floor. dj could have been better.. 👎,we bunch of dancers visited on saturday night suasana is lit prawns in non veg platter came here particularly to check the lights huge dance floor dj could have been better,Positive,Neutral,0.054597680203649614,0.5532705434114389,0.39213177638491153
too much spicy and masala...,too much spicy and masala,Negative,Neutral,0.2674909540401566,0.46927590372508077,0.2632331422347627
"Buruukkk, menu edit lokasi tidak ada, padahal titik lokasi salah jauh bgd",buruukkk menu edit lokasi tidak titik lokasi salah bgd,Negative,Neutral,0.07430551516567517,0.9065355180642509,0.019158966770073928
"Kebijakan yg berubah tanpa pemberitahuan, komisi biasanya 20% tiba² naik tanpa pemberitahuan, dan sangat mahal!!!",bijak ubah pemberitahuan komisi pemberitahuan mahal,Negative,Neutral,0.45980258370884114,0.5365139993740097,0.0036834169171491614
very laggy app,very laggy app,Negative,Positive,0.13865502784671838,0.3002321233203768,0.5611128488329048
Sya mau update aplikasi grab merchant tidak bs update. Trus sya hapus mau instal lg malah ga bisa,sya update aplikasi grab merchant tidak bs update trus sya hapus instal lg tidak,Negative,Neutral,0.20898954860167765,0.7906393685734097,0.0003710828249125172
"this was my first visit to yum yum tree restoran, and food was ok. we were three people and ordered sheesh tawook starter & chicken bbq mandi, overall pengalaman baik. food 3/5 pelayanan 4/5 ambiance 3.5/5",this was my first visit to yum yum tree restoran and food was ok we were three people and ordered sheesh tawook starter chicken bbq mandi overall alam food layan ambiance,Neutral,Positive,0.02678544570599406,0.459487357982882,0.513727196311124
"Saya mendapatkan juara 4 namun saldo ovo cash saya ga dikirim sampai tanggal 2 nov tidak ad keterangan susah hubungi cs ( pengiriman hadiah sudah diterima 20an , terlambat) Terima kasi",juara saldo ovo cash tidak tanggal nov tidak ad terang susah hubung cs kirim hadiah terima 20an lambat kasi,Neutral,Negative,0.7120802236156234,0.28479242882209105,0.0031273475622855228
"Barangnya bagus semoga awet, tetapi aku kasih bintang 3 karena motor tidak bisa menunduk. 🙃🙃🙃 terpaksa aku pake baut untuk menahan.",barang bagus moga awet kasih bintang motor tidak tunduk paksa pake baut tahan,Negative,Positive,0.3153716958709301,0.03375205972947249,0.6508762443995975
not so enak,not so,Negative,Neutral,0.4771735865977435,0.5219932097583516,0.0008332036439048989
Pelayanan agk lama...,layan agk,Neutral,Negative,0.5799389759024461,0.16764615723488305,0.2524148668626708
saya daftarkan usaha di grab Merchant tapi kenapa sulit sekali hampir 1 bulan...,daftar usaha grab merchant sulit,Negative,Neutral,0.3526150526693629,0.6467892184335111,0.0005957288971259814
"order go food 1 jam gk dapet2 driver nya, dibatalkan gk bisa. ampun dah gojek bener2 ya",go food tidak dapet2 driver batal tidak ampun dah gojek bener2,Negative,Neutral,0.43670677338408287,0.521534115108485,0.04175911150743223
Udh tau season orang pd buka bersama. Tapi pelayanan nya kacau parah!!!!!!!!,tau season pd buka layan kacau parah,Neutral,Negative,0.9053640971191903,0.07272469168160363,0.021911211199206082
Pengiriman lama,kirim,Neutral,Negative,0.9413336504161842,0.049646266030010607,0.009020083553805187
"Tempat nya bagus, tapi pelayanan super lelet.",bagus layan super lelet,Negative,Positive,0.20062517920103937,0.04995692243870198,0.7494178983602586
suka ovt klo pesan makanan disini,suka ovt klo makan,Neutral,Positive,0.018991947330005435,0.43766627540320324,0.5433417772667913
"Gimana ini grab masak tidak bisa ubah nama merchant.. Yg namanya orang usaha terkadang ganti jualanan,ganti nama nya itu hal biasa.. Masak buat akun baru dengan nomor dan gmail yg belum pernah didaftarkan hanya untuk ganti nama merchant.. Luar biasa cara berfikir tim grab ini.. Kompetitor lain makin memudahkan lah grab malah makin menyusahkan.. Ditiru lah gojek dan shopee hanya melalui app sudah bisa merubah nama resto,Simple dan gak ribet..",gimana grab masak tidak ubah nama merchant nama usaha terkadang ganti jualanan ganti nama masak akun nomor gmail belum daftar ganti nama merchant berfikir tim grab kompetitor mudah grab susah tiru gojek shopee app rubah nama resto simple tidak ribet,Negative,Neutral,0.38108693126726406,0.6184701433722356,0.000442925360500313
TERLALU LAMA UNTUK MENCARI DRIVER NYA TOLONG LAH AGAK DI PERCEPATAN UNTUK PENCARIAN DRIVER NYA SANGAT MERUGIKAN RESTO TERLALU LAMA NYARI DRIVER NYA,cari driver tolong cepat cari driver rugi resto nyari driver,Negative,Neutral,0.38773205905770763,0.6102308891007582,0.002037051841534188
"Makanannya oke banget, tapi tempat parkirnya susah & sempit🥹🥲 …",makan oke banget parkir susah sempit,Neutral,Positive,0.018646711036047123,0.18590695586680195,0.7954463330971508
not upto the mark,not upto the mark,Negative,Neutral,0.381780940190652,0.52586287352822,0.0923561862811279
"apk anehhhh, saya pesen makanan masaa driverr nyaa gadaa ??!! teruss buatt apaa adainnn gofood kalo emang drivernyaaa pada males??",apk anehhhh sen makan masaa driverr nyaa gadaa teruss buatt apaa adainnn gofood kalo emang drivernyaaa males,Negative,Neutral,0.25477385272663977,0.6321431560212103,0.11308299125214995
Uda gak pake aplikasi ini lagi ada salah satu driver grabfood nya kasar ngomongnya pake ngancam ngancam mau datang ke rumah seakan akan dia itu premanisme padahal Uda bilang maaf di cancel gak jadi pesen tapi masih aja ngotot pake ngancam Ngancam ngomong nya Uda langsung ku hapus aplikasi nya pindah ke aplikasi lain lebih sopan lagi bahasanya .,uda tidak pake aplikasi salah driver grabfood kasar ngomongnya pake ngancam ngancam rumah akan preman uda bilang maaf cancel tidak sen ngotot pake ngancam ngancam ngomong uda ku hapus aplikasi pindah aplikasi sopan bahasa,Negative,Neutral,0.4068490176504478,0.5911480630670978,0.0020029192824544736
it's an mahal restoran.,it an mahal restoran,Negative,Neutral,0.2788039910858143,0.5222299782584793,0.19896603065570642
"Sekarang ini aplikasi makin parah, Setiap kali ikut promo malah potongannya gedean blm lg di kenai pajak pulah,",aplikasi parah promo potong gede belum lg kena pajak pulah,Neutral,Negative,0.8673038801743177,0.12967581596863478,0.003020303857047565
"Alhamdulillah. Sayangnya saya chat ke admin, gk di balas². sedangkan keterangan PO hari, karena saya pesan buat hadiah ultah. Akhirnya nyampe sebelum tgl ultah.",alhamdulillah sayang chat admin tidak balas terang po hadiah ultah nyampe tgl ultah,Neutral,Negative,0.8772564060126096,0.10429173442827602,0.01845185955911431
"Pesanannya sudah diterima, walaupun penuh dengan derama masalah pengiriman yang amppuuunnn estimasinya lama banget, Alhamdulillah team blibli membantu follow up ke seller dan akhirnya aku terima barangnya hari ini Alhamdulillah barangnya aman tapi belum dicoba nunggu besok aja semoga gak bermasalah untuk barangnya maaf buat sellernya kalo saya agak cerewetF",pesan terima penuh derama kirim amppuuunnn estimasi banget alhamdulillah team blibli bantu follow up seller barang alhamdulillah barang aman belum coba nunggu besok moga tidak masalah barang maaf sellernya kalo cerewetf,Positive,Negative,0.5145219864520235,0.04117621912315092,0.44430179442482554
enak saladnya,saladnya,Positive,Neutral,0.057103948554489144,0.49774762134936057,0.44514843009615024
"Mknannya sama ajah, layanannya ya standar Parkir sangat luas, Suasananya enak mungkin karena luas yah",mknannya ajah layan standar parkir luas suasana luas yah,Neutral,Positive,0.014315775765608088,0.48108379822101943,0.5046004260133725
"Ga pengen berkunjung lagi,masa nunggu makanan sampai harus 1jam ,payaahhh😪",tidak ken kunjung nunggu makan 1jam payaahhh,Negative,Neutral,0.24311365705820037,0.6171234782912456,0.13976286465055413
"tolong fiktur promo banyakin lah,biar bisa pilih promo sesuai ke inginan, jangan banyakin fiktur iklan,yk ga sesuai sama komitmen,",tolong fiktur promo banyakin biar pilih promo sesuai ingin jangan banyakin fiktur iklan yk tidak sesuai komitmen,Negative,Neutral,0.2746077537248284,0.717735406360426,0.00765683991474566
"Sialan pegawai nya, saya baru kemarin pesan level 5 lalu sekarang pesan level 1 tetapi tingkat kepedasan nya hampir sama dengan level 5. 🖕🏽🖕🏽🖕🏽",sial pegawai level level tingkat pedas level,Negative,Positive,0.23281908313615088,0.23459491129250182,0.5325860055713473
"aplikasi error, daftar merchant dari bulan mei hingga sekarang tidak di proses dengan baik",aplikasi error daftar merchant mei tidak proses,Negative,Neutral,0.4746074261058771,0.5247525693450645,0.0006400045490581837
"saya membeli minuman dari aplikasi ini dengan harga cukup mahal dan lupa untuk menambahkan voucher karena hp sedikit error. ketika saya langsung membatalkan, biasanya bisa dibatalkan tetapi pada kasus ini tidak bisa. saya mau chat restonya juga gabisa, tidak ada fitur untuk mengetik dan menelpon restonya. saya coba chat costumer service nya juga tidak mendapatkan solusi yang maksimal.",beli minum aplikasi harga mahal lupa voucher hp error batal batal tidak chat restonya gabisa tidak fitur etik telpon restonya coba chat costumer service tidak solusi maksimal,Negative,Neutral,0.402318620913779,0.5965774242124703,0.001103954873750653
Ini mau isi saldo grab.. aplikasi nya error mulu dah,isi saldo grab aplikasi error mulu dah,Neutral,Negative,0.6197202619223238,0.364942389115187,0.015337348962489152
Ini kenapa pesanan suka ditahan tiba2? Sangat merugikan order jd tidak bisa masuk,pesan suka tahan tiba2 rugi tidak,Neutral,Negative,0.8677178566530672,0.08285043319617427,0.04943171015075851
"Kritik dan saran : tolong semoga bisa disampaikan, untuk kulkas ini ada di ruang bermain anak, sedangkan tempat bermainnya anak” pasti lesehan semua. Aga berbahaya pak🙏🏻 semoga bisa di pindahkan",kritik saran tolong moga kulkas ruang main anak main anak leseh aga bahaya moga pindah,Positive,Neutral,0.042033512247648216,0.6886144457742726,0.2693520419780792
"drivernya pada ngeluh ongkos 5000 tolong diperbaiki kami resto jadi ragu"" untuk membuatkan orderan karena sering tidak diambil.",drivernya ngeluh ongkos tolong baik resto ragu buat order tidak ambil,Negative,Neutral,0.3476889908989653,0.6508785431731791,0.0014324659278556141
a cute little getaway,cute little getaway,Neutral,Positive,0.019960856917425086,0.32809408826938885,0.651945054813186
"the pricing here will be an interesting one to see! the higher the drinks get sold, the more the harga is. suasana looks decent and the dance floor is big. starters menu is good, we had cheese balls and chicken started. the pricing seems to be mahal on starters compared to other similar restaurants.",the pricing here will be an interesting one to see the higher the drinks get sold the more the harga is suasana looks decent and the dance floor is big starters menu is good we had cheese balls and chicken started the pricing seems to be mahal on starters compared to other similar restaurants,Positive,Neutral,0.03791820733029866,0.7632623925986338,0.19881940007106758
"notifikasi gak ada, akibatnya sering berdebat dengan driver yg datang.",notifikasi tidak akibat debat driver,Negative,Neutral,0.35477540353426357,0.6318752134186374,0.013349383047099074
Aplikasi ini sdh tidak di minati oleh Costamer..dan driver,aplikasi tidak minat costamer driver,Negative,Neutral,0.31572195432054717,0.680891009489482,0.003387036189970908
kok setelah di download tampilan nya beda ga ada menu nya,download tampil beda tidak menu,Neutral,Negative,0.5391017750217725,0.4567035946827578,0.004194630295469696
"Kenapa sekarang notifikasi Grabpay tidak bunyi? Biasanya tiap orang bayar melalui qris, pasti otomatis ada notifikasi nya dan bunyi pembayarann sudah masuk (walaupun pakai bahasa inggris). Saya sudah menyalakan semua notifikasi nya tapi tetap tidak ada notifikasi nya. Saya jadi susah untuk memantau apakah pembayaran sudah masuk apa belum. Sangat menyusahkan! Tolong bantuannya agar notifikasi nya dapat bunyi kembali. Terima kasih.",notifikasi grabpay tidak bunyi bayar qris otomatis notifikasi bunyi pembayarann pakai bahasa inggris nyala notifikasi tidak notifikasi susah pantau bayar belum susah tolong bantu notifikasi bunyi kasih,Negative,Neutral,0.41822473889156053,0.581496064292402,0.0002791968160374806
"kami mengubah no.tlp aja sulit, server selalu sibuk trus ..padahal di aplikasi sudah jelas ada menu ""UBAH"" tp saat di klik ubah server terus sibuk ..kami minta bantuan trus aja diarahkan ksitu jd nya muter muter aja ...gimana kami mau mengaktifkan go food kami kalau pelayanan nya tdk memuaskan ...",ubah no tlp sulit server sibuk trus aplikasi menu ubah klik ubah server sibuk bantu trus arah ksitu muter muter gimana aktif go food layan tidak muas,Negative,Neutral,0.2649266205690958,0.7341510553407512,0.0009223240901529559
"Mohon maaf, bumbunya kemarin kurang kak",maaf bumbu kak,Negative,Neutral,0.027726357686215217,0.709014905408624,0.2632587369051609
"kable sangat ringan, mouse juga pas beratnya, cuman yang agak kurang srek click kanan dan kiri agak berat, jadi agak lelah jg kalo sering spam klik, but overall ok",kable ringan mouse pas berat cuman srek click kanan kiri berat lelah kalo spam klik but overall ok,Positive,Negative,0.4879490724892486,0.47226222386098266,0.039788703649768845
a little bland for my liking.,little bland for my liking,Neutral,Positive,0.18778363460649605,0.3021862821122582,0.5100300832812458
"kalo gofood suka dapet driver yang minta tip, udah di kasih tiba2 di cancel sepihak, ga ikhlas asli di gituin. tolong diperbaiki dong orang2 kek gitu di tegur apa gimana biar mikir dikit",kalo gofood suka dapet driver tip udah kasih tiba2 cancel tidak ikhlas asli gituin tolong baik orang2 kek gitu tegur gimana biar mikir dikit,Negative,Neutral,0.45255695794010375,0.5365190667242099,0.010923975335686294
