Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
sangat kecewa karrna keterngannya lembar,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
awalnya saya tanya warna semua ready setelah bayar jam kemudian baru dibilang beberapa warna habis jgn kayak gitulah jadinya sy harus cari lagi warnanya,unknown,1,Tokopedia,Negative,Harga,No,Kerajinan & Pesta,No
terlepas dari apapun alasan seller katanya barang sudah keluar kasir atau apalah udah dikirim katanya ternyata baru dikirim setelah hari transaksi dilakukan cukup kecewa dengan pelayanan yg sprti itu karena saya butuh untuk tugas kampus,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,Yes
barang yg saya terima rusak pecah tempat krayonnya saya ngga tau itu kesalahan dari toko karna dikemasnya terlalu bersemangat atau bagian pengirimannya kecewa,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,Yes
penjual kurang teliti memberi saran kpd pembeli hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya minta nomor diembose pun sdh tercatat tapi penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed mengecewakan saya ga bisa ksh foto krn ada nama nya tercetak,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
barangnya sama sekali gak sampai pesan juga balon hati juga beda gak sesuai,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
gede balonnya tidak sebesar yg di iklan,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver kalo ada mau pesen balo gold sama silvernya aja pcs yang dateng warna warni kayak gini sebelumnya udah chating katanya oke hufth padahal udah kali beli di sini baru kali ini aku kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,Yes
kecewa dengan pelayanan toko ini ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya kapok belanja disini barang hanya senilai 7rb tetapi minta video sampai 3x barang tidak berfungsi masih saja menolak komplain semoga berkah,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,Yes
balonnya kecil sekali ga sesuai gambar ga bagus kualitas ketipu dr gambar nya kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
balon nya kecil bngt,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
aktual barang sangat tidak sesuai dengan harapan,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
pc warna pink lampunya copot di chat complain gak dibales kecewa sedikit,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
gak nyala padahal batt udah baru anak sy jd kecewa mau ditukar jg barang cm brp ribu,unknown,3,Tokopedia,Neutral,Lainnya,No,Kerajinan & Pesta,No
susah payah narik balonnya biar mekar eh bolong,unknown,3,Tokopedia,Neutral,Lainnya,No,Kerajinan & Pesta,No
bli cuma yang nyala jadi kecewa,unknown,3,Tokopedia,Neutral,Lainnya,No,Kerajinan & Pesta,No
barang yang di gambar itu sudah saya bereskan ulang tatakan balon nya gak ada sudah dikomplain ke pihak tokopedia biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi tidak menginformasikan ketersediaan barang dan saya lagi perlu banget maaf dikasih rate segitu,unknown,1,Tokopedia,Negative,Rasa,Yes,Kerajinan & Pesta,No
not recomended seller gara2 ini toko surprise buat ultah moment yg penting hancur gitu aja parahhhhh nyesel banget banget belanja ditoko ini,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
agak kecewa karena ga sesuai ekspektasi gambar yg tangkainya begitu bening dan nampak kuat cuma yg bener ukuran skitar 38cm yg lainya sambungan,unknown,2,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
penjual lambat respon penjual barang lama dikirim keburu basi nih balon,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
packing tidak rapih balon foil kusut tidak dilipat hanya dikuntal kuntal dimasukkan kedalam plastik kalau yg size kecil masih oke tp yg size besar jadi pada lecek dan kusut padahal dari awal chat saya udah bilang buat dijual lg kalau sudah lecek begini gak mungkin saya kasih ke orang,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
ga jelas ga ada instruksinya rakitnya ginana sepertinya juga barangnya beda sama yg saya pesan,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
pengiriman lama dan tidak ada cara perakitan box yang susah,unknown,2,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
susah d bikinnya ga ngerti ribet packing juga kurang bahkan ada yg lecek dan robek kertasnya ya uda lah,unknown,2,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
penjual gak jujur respon kebanyakan bot,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
beli cuma dikirim males complain,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
barang tidak dikirimkan,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
kurang kuat lem nya lemah,unknown,3,Tokopedia,Neutral,Bentuk,No,Kerajinan & Pesta,No
kardus bekas dijual itupun masih rusak susu nya,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
pengiriman sangat lama,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
order minggu sampainya rabu lambat nya minta ampuun di tanyain baru info kalau overload orderan itupun baru selasa dikirim ga ada konfirmasi awal kalau overload orderan ga tanggungjawab,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
pesen apa dikirim apa,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
warna tidak sesuai dgn permintaan,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
parah padahal di note sudah di kasih kalau chip di bagian belakang desain dan kalau bisa ga ada logo bca flazznya ga diliat sama sekali kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja seolah olah complaint karena mau direturn atau di ganti duitnya padahal dikritik biar lebih baik kedepannya bukannya minta maaf udah salah malah sok ga butuh pembeli sumpah kesel bgt ama ini penjual sombong parah,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
malah gak di kirim yg ini,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
barang cuma rebu masa kudu di video in pas unboxing sudah menjadi tugas qc utk cek dengan teliti apakah barang yg dikirim sudah lengkap atau belum parahhh,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
udah beli banyak ada yg rusak mau tukar ga bisa pake belibet aturan cape deh,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
bolong bolong ada minyak2nya gitu jelek,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
barang ga mulus banyak bekas tekukan seperti beli sampah aja,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
hadeh ini lagi lemnya aja gak rata tuh di double tapenya,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
awal udah checkout procecor sama admin disuruh beli bubblewrap biar aman yaudah checkout bubblewrap deh beli pas paket udh dateng malah cuman bubble wrap doang wkwk kocak nih toko mana prosesor yang dicheckout duluan malah belum dateng lagi hadehh,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
pantes murah bubble wrap nya tipis kirain tebel nyesel order dimari,unknown,1,Tokopedia,Negative,Harga,No,Kerajinan & Pesta,No
minta rak tudung tingkat yg di bubble malah celana dalem yg di dalam baca pesannya dong mikir,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
ga guna sebelum dilapis ini hrusnya dilapis kardus lah minimal,unknown,2,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
pesen apa dikirim apa,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
bahan tipis jelek,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
roll diambil nampak dari potongan sudah mencong mencong jualan yang benar jangan hanya ingin untungnya saja,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
servicenya buruk banget,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
pelayanan terburuk selama belanja di tokopedia pengiriman lama sekali order tgl juli barang baru tiba tgl agustus order saya baru dikonfirmasi dan diproses tgl agustus sedangkan estimasi barang tiba itu tgl agustus itupun dikonfirmasi dan diproses karena saya tanya 2x ke cs pagi ini saya complaint ke cs kalau mereka tidak telat konfirmasi proses dan kirim pasti order saya jg ngga akan telat yg ada saya disuruh cek resi sungguh keterlaluan saya baca review toko official ini dan hampir semua yg kasih bad review karena masalah yang sama dengan saya tolong ya kepada manajemen toko official deli stationary benahin operasionalnya dan di training lagi cs nya biar lebih pinter lagi menanggapi customer ngga usah pake embel2 toko official kalo pelayanannya merugikan customer,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
ini bukan kertas origami tapi post it,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
beli brg sale pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya aneh bgt,unknown,1,Tokopedia,Negative,Harga,No,Kerajinan & Pesta,No
penyok2 kardusnya kayak beli pensil warna bekas,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
sudah order yg kedua disini packingnya rapi untuk lilin sama tulisan ulang tahun yang rentan patah dimasukkan ke dalam kardus pengirimannya juga cepat semua barang yg dipesan lengkap dan kualitas bagus semua balon2 ga ada yg bocor lilin dan tulisan ultah nya juga ga ada yg patah anak bungsu saya senaaaaang sekali terima kasih banyak ya,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
bagus banget pengiriman cepat seller ramah tooop,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
bagus banget kertasnya dan sesuai deskripsi,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
baguss bgtttt sesuaii btw aku bli yg s013 and s008,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
cantiik kertas kadonya packaging ok dan delivery nya juga ok mantab lah dan bakal langganan di toko ini,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
produk ok sesuai pesanan sudah langganan pengiriman cepat makasih store,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
proses cepat top seller responsif,unknown,5,Tokopedia,Positive,Lainnya,No,Kerajinan & Pesta,No
jangan lupa gaes diorder toko ini,unknown,5,Tokopedia,Positive,Lainnya,No,Kerajinan & Pesta,No
luar biasa mantap smuanya jadi oke dari pesta saya yg sederhana sekarang jadi rame sejak order disini terima kasih seller dan tokped atas kirimannya,unknown,5,Tokopedia,Positive,Rasa,No,Kerajinan & Pesta,No
beli disini puas banyak di lebihin pngiriman cepat pokonya mantap,unknown,5,Tokopedia,Positive,Rasa,No,Kerajinan & Pesta,No
bagus balon2nya merekat di dinding atap seller responsif langsung kirim sesuai pesanan pagi pesen siang sampai bahkan pesanan ada yg dilebihin,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
mantabbbb barang bagus dan berkuslitass topp dahhh,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
mantaaaaaaaaaaap produk original pokoknya recomended seller,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
pakai lem ini hati pastikan penataannya balon sebelum dipasang kalau nda ga bisa dicabut bisa dicabut tp resiko pecah mantul tingkat kerekatannya,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
puas banget sempet error di kurir mau pake gercep seller nya respon bgt sama2 cari solusi order ulang ga pelit ada yg dikasih tambahan dikit2 makasi ya kak jaya selalu tokonya,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
mantul langsung nempel,unknown,5,Tokopedia,Positive,Lainnya,No,Kerajinan & Pesta,No
tokonya terbaik sii ini mah udh 4x order disini setiap anak ultah selalu pesen printilannya disini skg anak ke ultah pun belinya disini mantap,unknown,5,Tokopedia,Positive,Rasa,No,Kerajinan & Pesta,No
fastresp banget ramah juga pengirimannya gercep banget lv ada y dikaskh lebih jga dong balonnya belum di pompa sih smg gaada yg bocor,unknown,5,Tokopedia,Positive,Lainnya,No,Kerajinan & Pesta,No
sukaaaaaaaaaaaaaaa dan lucuuuuuu,unknown,5,Tokopedia,Positive,Lainnya,No,Kerajinan & Pesta,No
thanks barangnya bagus bgt dan packingnya rapi tekomended,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
paking rapih banget sama berlapis2 pengiriman cepat barang pas 40pcs mantulllllllllllll langganan ini mah nanti malem takbiran pesen lagi,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
mantaaaappp sudah tersumet dengan sempurna,unknown,5,Tokopedia,Positive,Lainnya,No,Kerajinan & Pesta,No
puas banget sempet error di kurir mau pake gercep seller nya respon bgt sama2 cari solusi order ulang ga pelit ada yg dikasih tambahan dikit2 makasi ya kak jaya selalu tokonya,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
sangat rekomended packing bubble warp banyak meskipun order seharga cebann niceee,unknown,5,Tokopedia,Positive,Harga,No,Kerajinan & Pesta,No
keren banget pelayanannya cuman beli lilin ajah servicenya bagus dan super cepat pesan pagi eeeh siang dah tiba,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
cuco meong pokoknya,unknown,5,Tokopedia,Positive,Lainnya,No,Kerajinan & Pesta,No
bagus banget lilinnya kata kakak ini lilinnya sultan,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
puas banget sellernya fast respon banget alhamdulillah butuh lilin hari ini juga dikirim hari yg sama nanti anak ku ultah beli perlengkapannga disini insyaallah,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
terimakasih banyak untuk toko ini saya kelupaan beli lilin ultah jadi baru hari h acara syukur puji tuhan lilin bisa sampai tepat waktu padahal dikirim keluar kota,unknown,5,Tokopedia,Positive,Lainnya,No,Kerajinan & Pesta,No
wow designnya bagus banget pengiriman cepat kualitas bagussss banget bisa di scan juga dan ini beneran mirip kartu uno asli mudah2an ga ketukar ya kayaknya bakal repeat order pakai design lain deh thanks seller,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
cakep bangetttt mulus sesuai ekspektasi thank you ya,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
penjual ok barang nya bagus dan kurirnya pun juara mantap deh sukses terus ya kaaa,unknown,5,Tokopedia,Positive,Rasa,No,Kerajinan & Pesta,No
mantap paket sudah sampai makasih ya gan sukses selalu gan,unknown,5,Tokopedia,Positive,Rasa,No,Kerajinan & Pesta,No
bagusss banget gambarnya sudah dicoba topup dr nfc handphone juga bisa thanks seller,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
barang sudah sampai dengan selamat barang sesuai dengan deskripsi produk packing oke recommended seller,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
mantap jiwo thx gan product sudah saya terima dengan baik sukses slalu,unknown,5,Tokopedia,Positive,Rasa,No,Kerajinan & Pesta,No
seller tidak jujur saya beli macam barang salah satu stok kosong tp tidak diinfokan tapi lgsg kirim yg satunya pdhl sudah nunggu2 pikir penyelesaian gampang ya buyer bisa tinggal minta refund tapi saya rugi waktu dan ongkir,unknown,1,Tokopedia,Negative,Harga,Yes,Kerajinan & Pesta,No
barang tidak sesuai gambar kualitas seperti harganya murahan kapok belanja disini lagi,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
mentang2 beli buat ngepasin uang kenapa dikasih nya dlm kondisi bekas ya ga ada perekat sama sekali dan ada bekas lekukan juga iya murah cuman harus profesional dong jualannya,unknown,3,Tokopedia,Neutral,Bentuk,No,Kerajinan & Pesta,No
ini toko gak jujur banget di ket di suruh pakai kardus biar pengirimannya aman katanya sekali aq include dgn kardus ttp aja rusak atas bawahnya jebol trus yg anehnya lagi kode uniknya tdk bs di masukkan ke akun aq kayak udh pernah di masukkan ke akun lain ini toko gak jujur banget ya dan kondisi kotak susu bagus n utuh dan tidak penyok,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
untuk toko berstatus official store toko ini tidak profesional saya chatt ketersediaan barang tanggal desember jam pagi dan di jawab oleh admin barang ready jam pagi seketika saya toko anda tidak akan melayani buyer yang memberi rating jelek sementara toko anda sendiri tidak proferional order ternyata sampai sore barang tidak di kirim dan baru tanggal desember jam siang di info kalau barang kosong order saya baru di kirim tanggal desember anda menyarankan order packing tambahan demi keamanan saat pengiriman dan itu sudah saya penuhi padhal di toko lain tanpa ada biaya tambahan packing sudah menggunakan kardus itupun harganya barangnya lebih murah sebagai buyer saya cukup sekali ini saja transaksi di toko ini terima kasih,unknown,1,Tokopedia,Negative,Harga,No,Kerajinan & Pesta,No
kesan pertama gak baik parkiran gojek menjadi tanggung jawab pembeli kapok ah beli ditoko ini lagi semoga lancar aja bos,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
bolong coy packing parah bgttttt lakban semua jadi robek2 ketika dicabut,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
gampang lepas dan tidak nempel,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
admin toko ini tdk punya sopan santun bukannya cari solusi msalah ini malah emosional dan hina pembeli gk pnya etika dan gk sekolah x,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
kapok saya beli kembang api di toko ini bilang nya,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
jumbo ternyata setelah di buka ukuran nya cuma setengah kardusnya,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
penjualnya sama sekali tidak komunikatif barang kosong diganti barang lain tanpa konfirmasi terlebih dahulu ke pembeli next time kalau jualan pelayanannya lebih ditingkatkan lg mbak mas informasiin ke pembeli dulu kalo barang kosong jgn seenak udel main ganti2 barang ntr situ yg ribet dan rugi sendiri balik2in barang ganti ongkirnya yakhan,unknown,1,Tokopedia,Negative,Rasa,No,Kerajinan & Pesta,No
selller aneh ditanya katanya uda berangkat tp tokped ga update ternyata sepertinya memang gagal pick up tp ga bilang yang jujur kalo paket belum dipick up malah bilangnya sudah berangkat,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
toko ini gimana mau pakai di kasih udah mau mati kali jg bener jualan,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
produk tdk ada dalam paket,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
sy pesan lilin yg angka dan tpi di kirim nya angka angka nya sdh benar pdhl wkt beli sy sdh jlalasin sy mau yg angka dan sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai sy udh tunggu brp hr tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli sy cmn pesan utk ke dpn nya blajarlah yg teliti sebelum brng di kirim,unknown,1,Tokopedia,Negative,Rasa,No,Kerajinan & Pesta,No
ga sesuai ama yg di fhoto pas nyampe lilunnya kecil buanged ukurannya,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
pda pecah lilin y pekejing y ga aman,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
pesen lilin malah dikasih mo dibalik jg angka jd ga ada sumbunya kacau fatal bgt gak dicek dlu sblm kirim ke customer,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
lilinnya udah rusak banget goldnya,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
tidak dikirim lilin nya padahal sdh beli,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
barangnya ga ada,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
lilinnya kecil tdk sesuai gambar pdhl sy perlu angka yg sesuai gambar buat nemenin angka yg lainnya,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
tidak berfungsi baik,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,No
kacau udah nanya di chat ini kalau dibikin begini bisa gak dijawab bisa trus udah jelasin di chat begini begitu chipnya harus disini dll trus malah disuruh tulis di email oke lah udah ditulis juga di email begini begitu panjang lebarr bahkan udah dikasih contoh gambar yang jelas posisinya begini ya eh yang dateng gak sesuai dengan requestnya kecewa banget lah nyesel beli disini padahal ngeliat reviewnya banyak yang beli harga juga lebih mahal sedikit dari yang lain tapi begini pelayanannya,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
pesan item brg yg di kirim hanya item brg brg kosong tdk di infokan,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
beli tp gak dikirim,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
gantungannya sangat tipis dan rentan patah hari pakai sudah rusak,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
barang yang sampai berbededa dengan do foto,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
diphoto ada penjepit buka tutup pas dikirim nggak ada,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
lem nya gak ada di dalam paket saya,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
saya tidak menerima barang,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
agak aneh aja sih seller minta ditambahin sebanyak 10x yg artinya 36rb sedangkan di lapis hanya lapis aja sedangkan bubble aja roll besar hanya 100rban aja mungkin seller jualan bubble bukan jualan vga kali yaa,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
disuruh tambah bubble wrap malah bubble wrap nya di paking sendiri gangerti,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
udah tambah buble wrap tetap aja tipis packingan nya,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
dipaksa beli setelah checkout hati2 saja sama toko ini,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
barang ini tidak dikirimkan next mohon lbh diperhatikan,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
lem nya kurang merekat,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
percuma tambah packing klo kardus susu tetap penyok cara kemas tuh jangan ngepres sama kardusnya biar ketika kardus ketekan kemasan susunya tidak rusak langsung,unknown,1,Tokopedia,Negative,Bentuk,Yes,Kerajinan & Pesta,No
order pake kardus ternyata dikirim pake plastik doang,unknown,1,Tokopedia,Negative,Bentuk,No,Kerajinan & Pesta,No
cepat tiba n kemasan bagus barangnya juga bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
product kwalitas bagus berfungsi dengan baik,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
cepet sampai barang sesuai pesanan oke,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
produk berfungsi dengan baik,unknown,5,Tokopedia,Positive,Lainnya,No,Perabotan,No
packaging aman dan bagus barang sesuai deskripsi,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
mantab barangnya kokoh kualitas ok mau pesen satu lagi,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
waahh keren n mantap barangnya pengiriman cepet banget cuma hari udah nyampe thanks gan,unknown,5,Tokopedia,Positive,Rasa,No,Perabotan,No
barang sesuai dgn pesanan seller responsif pengiriman cepat terimakasih seller dan tokopedia smg sukses selalu,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
paket tlh diterima dgn keadaan baik kemasan rapi dan rajin terima kasih semoga sukses,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
efektif membunuh hama barang sesuai deskripsi packaging aman dan bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
mantap barang oke,unknown,5,Tokopedia,Positive,Rasa,No,Perabotan,No
pengiriman cepat barangnya lengkap sesuai pesanan,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
proses cepat produk berfungsi dgn baik,unknown,5,Tokopedia,Positive,Lainnya,No,Perabotan,No
barang bisa digunakan dengan sesuai fungsi nya terimakasih,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
alhamdulillah paketan datang dgn cepat dan penjualannya ramah semoga tambah sukses,unknown,5,Tokopedia,Positive,Lainnya,No,Perabotan,No
cas aki berfungsi baik aki yg masih bagus pasti bisa dicas lumayan drpd titip cas pinggir jalan mending py sendiri semoga awet sukses terus buat seller,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
barang bagus cepat sampai aman,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
efektif menyaring kotoran manteb lah jadi jernih banget ini air,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
produk original efektif menyaring kotoran produk berfungsi dengan baik barang sesuai deskripsi,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
sangat mudah pemasangannya,unknown,4,Tokopedia,Positive,Lainnya,No,Perabotan,No
barang sesuai dan datang dengan selamat,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
barang sesuai deskripsi produk original packaging bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
barang sesuai deskripsi produk original warna awet packaging bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
mantap sesuai cepat sampai kualitas cakep juga,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
adminnya ramah bgt asli nanya apa aja dijawabnya gercep bgt,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
cat nya mantap pengirimannya cepet,unknown,5,Tokopedia,Positive,Rasa,No,Perabotan,No
alhamdulillah pesanan cat sudah sampai diproses dengan cepat ditanggapi dengan baik,unknown,5,Tokopedia,Positive,Lainnya,No,Perabotan,No
barang sesuai pesanan kualitas tidak diragukan walaupun harus berulang kali ngecatnya harga bersaing semoga awet,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
kwalitas bagus harga terjangkau,unknown,5,Tokopedia,Positive,Harga,No,Perabotan,No
harga affordable respon seller cepat langsung kirim warna sesuai dan cat ga ngapur mantab,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
bagus cat nya mantab dah,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
harga murah qualitas ok respon cepat pengiriman cepat,unknown,5,Tokopedia,Positive,Harga,No,Perabotan,No
respon seller sangat baik catnya tidak berbau warnanya sesuai order cheese cruse pakingnya sangat baik semoga pas diaplikasikan tidak mengecewakan hasilnya gosend nya juga tepat waktu terima kasih,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
produk original barang sesuai deskripsi bahan tebal ponakan saya suka,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
mantapp murah thanks kak thanks abang kurir langsung di pasang,unknown,5,Tokopedia,Positive,Rasa,No,Perabotan,No
pengiriman cepat barangnya oke sesuai deskripsi terimakasih,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
